source_slug,source_url,target_slug,target_url,anchor_text,reason,score,status
pricing-github-copilot,https://smileaireviewhub.com/pricing/github-copilot/,review-github-copilot,https://smileaireviewhub.com/review/github-copilot/,Review Github Copilot,"Shared topic tokens: copilot, github",20,dry_run
pricing-surfer-seo,https://smileaireviewhub.com/pricing/surfer-seo/,compare-surfer-seo-vs-frase,https://smileaireviewhub.com/comparisons/surfer-seo-vs-frase/,Compare Surfer Seo Vs Frase,"Shared topic tokens: seo, surfer",20,dry_run
pricing-surfer-seo,https://smileaireviewhub.com/pricing/surfer-seo/,review-surfer-seo,https://smileaireviewhub.com/review/surfer-seo/,Review Surfer Seo,"Shared topic tokens: seo, surfer",20,dry_run
pricing-surfer-seo,https://smileaireviewhub.com/pricing/surfer-seo/,review-surfer-seo-alternatives,https://smileaireviewhub.com/surfer-seo-alternatives/,Review Surfer Seo Alternatives,"Shared topic tokens: seo, surfer",20,dry_run
pricing-surfer-seo,https://smileaireviewhub.com/pricing/surfer-seo/,review-surfer-seo-review-2026,https://smileaireviewhub.com/review/surfer-seo-review-2026/,Review Surfer Seo Review 2026,"Shared topic tokens: seo, surfer",20,dry_run
pricing-surfer-seo,https://smileaireviewhub.com/pricing/surfer-seo/,surfer-seo,https://smileaireviewhub.com/surfer-seo/,Surfer Seo,"Shared topic tokens: seo, surfer",20,dry_run
pricing-surfer-seo,https://smileaireviewhub.com/pricing/surfer-seo/,surfer-seo-free-trial,https://smileaireviewhub.com/surfer-seo-free-trial/,Surfer Seo Free Trial,"Shared topic tokens: seo, surfer",20,dry_run
pricing-surfer-seo,https://smileaireviewhub.com/pricing/surfer-seo/,surfer-seo-vs-clearscope,https://smileaireviewhub.com/surfer-seo-vs-clearscope/,Surfer Seo Vs Clearscope,"Shared topic tokens: seo, surfer",20,dry_run
pricing-zapier,https://smileaireviewhub.com/pricing/zapier/,zapier-pricing,https://smileaireviewhub.com/zapier-pricing/,Zapier Pricing,"Shared topic tokens: pricing, zapier",20,dry_run
productivity-software-comparison,https://smileaireviewhub.com/productivity-software-comparison/,ai-assistant-software-comparison,https://smileaireviewhub.com/ai-assistant-software-comparison/,Ai Assistant Software Comparison,"Shared topic tokens: comparison, software",20,dry_run
productivity-software-comparison,https://smileaireviewhub.com/productivity-software-comparison/,ai-coding-software-comparison,https://smileaireviewhub.com/ai-coding-software-comparison/,Ai Coding Software Comparison,"Shared topic tokens: comparison, software",20,dry_run
productivity-software-comparison,https://smileaireviewhub.com/productivity-software-comparison/,ai-design-software-comparison,https://smileaireviewhub.com/ai-design-software-comparison/,Ai Design Software Comparison,"Shared topic tokens: comparison, software",20,dry_run
productivity-software-comparison,https://smileaireviewhub.com/productivity-software-comparison/,ai-image-software-comparison,https://smileaireviewhub.com/ai-image-software-comparison/,Ai Image Software Comparison,"Shared topic tokens: comparison, software",20,dry_run
productivity-software-comparison,https://smileaireviewhub.com/productivity-software-comparison/,ai-meeting-software-comparison,https://smileaireviewhub.com/ai-meeting-software-comparison/,Ai Meeting Software Comparison,"Shared topic tokens: comparison, software",20,dry_run
productivity-software-comparison,https://smileaireviewhub.com/productivity-software-comparison/,ai-seo-software-comparison,https://smileaireviewhub.com/ai-seo-software-comparison/,Ai Seo Software Comparison,"Shared topic tokens: comparison, software",20,dry_run
productivity-software-comparison,https://smileaireviewhub.com/productivity-software-comparison/,automation-software-comparison,https://smileaireviewhub.com/automation-software-comparison/,Automation Software Comparison,"Shared topic tokens: comparison, software",20,dry_run
productivity-software-comparison,https://smileaireviewhub.com/productivity-software-comparison/,best-ai-productivity-software,https://smileaireviewhub.com/best-ai-productivity-software/,best ai productivity software,"Shared topic tokens: productivity, software",20,dry_run
productivity-software-comparison,https://smileaireviewhub.com/productivity-software-comparison/,best-productivity-software,https://smileaireviewhub.com/best-productivity-software/,best productivity software,"Shared topic tokens: productivity, software",20,dry_run
reclaim-ai,https://smileaireviewhub.com/reclaim-ai/,review-reclaim-ai,https://smileaireviewhub.com/review/reclaim-ai/,Review Reclaim Ai,"Shared topic tokens: ai, reclaim",20,dry_run
reco-launches-industry-first-ai-agent-security-to-tackle-agent-sprawl-across-saas,https://smileaireviewhub.com/reco-launches-industry-first-ai-agent-security-to-tackle-agent-sprawl-across-saas/,agent-mode-by-receiptor-ai,https://smileaireviewhub.com/agent-mode-by-receiptor-ai/,Agent Mode by Receiptor AI,"Shared topic tokens: agent, ai",20,dry_run
reco-launches-industry-first-ai-agent-security-to-tackle-agent-sprawl-across-saas,https://smileaireviewhub.com/reco-launches-industry-first-ai-agent-security-to-tackle-agent-sprawl-across-saas/,ford-rehires-veteran-engineers-after-ai-fails-to-meet-quality-standards,https://smileaireviewhub.com/ford-rehires-veteran-engineers-after-ai-fails-to-meet-quality-standards/,Ford rehires veteran engineers after AI fails to meet quality standards,"Shared topic tokens: ai, to",20,dry_run
reco-launches-industry-first-ai-agent-security-to-tackle-agent-sprawl-across-saas,https://smileaireviewhub.com/reco-launches-industry-first-ai-agent-security-to-tackle-agent-sprawl-across-saas/,how-ai-is-upending-saas-tools,https://smileaireviewhub.com/how-ai-is-upending-saas-tools/,How AI is upending SaaS tools,"Shared topic tokens: ai, saas",20,dry_run
reco-launches-industry-first-ai-agent-security-to-tackle-agent-sprawl-across-saas,https://smileaireviewhub.com/reco-launches-industry-first-ai-agent-security-to-tackle-agent-sprawl-across-saas/,impartner-redefines-partner-marketing-automation-with-full-automation-adtech-and-ai-to-drive-measurable-revenue,https://smileaireviewhub.com/impartner-redefines-partner-marketing-automation-with-full-automation-adtech-and-ai-to-drive-measurable-revenue/,"Impartner Redefines Partner Marketing Automation with Full Automation, AdTech and AI to Drive Measurable Revenue","Shared topic tokens: ai, to",20,dry_run
reco-launches-industry-first-ai-agent-security-to-tackle-agent-sprawl-across-saas,https://smileaireviewhub.com/reco-launches-industry-first-ai-agent-security-to-tackle-agent-sprawl-across-saas/,import-ai-447-the-agi-economy-testing-ais-with-generated-games-and-agent-ecologies,https://smileaireviewhub.com/import-ai-447-the-agi-economy-testing-ais-with-generated-games-and-agent-ecologies/,Import AI 447: The AGI economy; testing AIs with generated games; and agent ecologies,"Shared topic tokens: agent, ai",20,dry_run
reco-launches-industry-first-ai-agent-security-to-tackle-agent-sprawl-across-saas,https://smileaireviewhub.com/reco-launches-industry-first-ai-agent-security-to-tackle-agent-sprawl-across-saas/,import-ai-462-superpersuasion-self-sustaining-ai-paths-to-asi,https://smileaireviewhub.com/import-ai-462-superpersuasion-self-sustaining-ai-paths-to-asi/,Import AI 462: Superpersuasion; self-sustaining AI; paths to ASI,"Shared topic tokens: ai, to",20,dry_run
reco-launches-industry-first-ai-agent-security-to-tackle-agent-sprawl-across-saas,https://smileaireviewhub.com/reco-launches-industry-first-ai-agent-security-to-tackle-agent-sprawl-across-saas/,payu-brings-ai-coding-and-cli-tools-to-payment-developers,https://smileaireviewhub.com/payu-brings-ai-coding-and-cli-tools-to-payment-developers/,PayU Brings AI Coding And CLI Tools To Payment Developers,"Shared topic tokens: ai, to",20,dry_run
reco-launches-industry-first-ai-agent-security-to-tackle-agent-sprawl-across-saas,https://smileaireviewhub.com/reco-launches-industry-first-ai-agent-security-to-tackle-agent-sprawl-across-saas/,shopify-launches-ai-powered-marketing-automation-tool,https://smileaireviewhub.com/shopify-launches-ai-powered-marketing-automation-tool/,Shopify launches AI-powered marketing automation tool,"Shared topic tokens: ai, launches",20,dry_run
reco-launches-industry-first-ai-agent-security-to-tackle-agent-sprawl-across-saas,https://smileaireviewhub.com/reco-launches-industry-first-ai-agent-security-to-tackle-agent-sprawl-across-saas/,the-first-big-exit-in-ai,https://smileaireviewhub.com/the-first-big-exit-in-ai/,The first big exit in AI,"Shared topic tokens: ai, first",20,dry_run
reco-launches-industry-first-ai-agent-security-to-tackle-agent-sprawl-across-saas,https://smileaireviewhub.com/reco-launches-industry-first-ai-agent-security-to-tackle-agent-sprawl-across-saas/,when-an-ai-agent-goes-rogue-who-takes-the-blame,https://smileaireviewhub.com/when-an-ai-agent-goes-rogue-who-takes-the-blame/,"When An AI Agent Goes Rogue, Who Takes The Blame?","Shared topic tokens: agent, ai",20,dry_run
reco-launches-industry-first-ai-agent-security-to-tackle-agent-sprawl-across-saas,https://smileaireviewhub.com/reco-launches-industry-first-ai-agent-security-to-tackle-agent-sprawl-across-saas/,working-on-my-first-fully-featured-ai-companion-with-vision-for-games-and-movies-n-all-that,https://smileaireviewhub.com/working-on-my-first-fully-featured-ai-companion-with-vision-for-games-and-movies-n-all-that/,Working on my first fully featured Ai companion with Vision for games and movies n all that!,"Shared topic tokens: ai, first",20,dry_run
review-adcreative-ai,https://smileaireviewhub.com/review/adcreative-ai/,adcreative-ai,https://smileaireviewhub.com/adcreative-ai/,Adcreative Ai,"Shared topic tokens: adcreative, ai",20,dry_run
review-adcreative-ai,https://smileaireviewhub.com/review/adcreative-ai/,ai-berkshire-review-2026,https://smileaireviewhub.com/ai-berkshire-review-2026/,ai-berkshire Review 2026,"Shared topic tokens: ai, review",20,dry_run
review-adcreative-ai,https://smileaireviewhub.com/review/adcreative-ai/,ai-design-software-review,https://smileaireviewhub.com/ai-design-software-review/,Ai Design Software Review,"Shared topic tokens: ai, review",20,dry_run
review-adcreative-ai,https://smileaireviewhub.com/review/adcreative-ai/,ai-engineering-from-scratch-review-2026,https://smileaireviewhub.com/ai-engineering-from-scratch-review-2026/,Ai Engineering From Scratch Review 2026,"Shared topic tokens: ai, review",20,dry_run
review-adcreative-ai,https://smileaireviewhub.com/review/adcreative-ai/,ai-video-software-review,https://smileaireviewhub.com/ai-video-software-review/,Ai Video Software Review,"Shared topic tokens: ai, review",20,dry_run
review-adcreative-ai,https://smileaireviewhub.com/review/adcreative-ai/,ai-writing-software-review,https://smileaireviewhub.com/ai-writing-software-review/,Ai Writing Software Review,"Shared topic tokens: ai, review",20,dry_run
review-adcreative-ai,https://smileaireviewhub.com/review/adcreative-ai/,compare-canva-vs-adcreative-ai,https://smileaireviewhub.com/compare/canva-vs-adcreative-ai/,Compare Canva Vs Adcreative Ai,"Shared topic tokens: adcreative, ai",20,dry_run
review-adcreative-ai,https://smileaireviewhub.com/review/adcreative-ai/,open-ai-delayed-gpt-5-6-after-a-u-s-government-review-request-is-ai-regulation-becoming-the-new-normal,https://smileaireviewhub.com/open-ai-delayed-gpt-5-6-after-a-u-s-government-review-request-is-ai-regulation-becoming-the-new-normal/,Open AI delayed GPT-5.6 after a U.S. government review request. Is AI regulation becoming the new normal?,"Shared topic tokens: ai, review",20,dry_run
review-adcreative-ai,https://smileaireviewhub.com/review/adcreative-ai/,review-ahrefs-ai,https://smileaireviewhub.com/review/ahrefs-ai/,Review Ahrefs Ai,"Shared topic tokens: ai, review",20,dry_run
review-adcreative-ai,https://smileaireviewhub.com/review/adcreative-ai/,review-bolt-ai-review-2026,https://smileaireviewhub.com/bolt-ai-review-2026/,Review Bolt Ai Review 2026,"Shared topic tokens: ai, review",20,dry_run
review-adcreative-ai,https://smileaireviewhub.com/review/adcreative-ai/,review-copy-ai,https://smileaireviewhub.com/review/copy-ai/,Review Copy Ai,"Shared topic tokens: ai, review",20,dry_run
review-adcreative-ai,https://smileaireviewhub.com/review/adcreative-ai/,review-durable-ai-review-2026,https://smileaireviewhub.com/review/durable-ai-review-2026/,Review Durable Ai Review 2026,"Shared topic tokens: ai, review",20,dry_run
review-adcreative-ai,https://smileaireviewhub.com/review/adcreative-ai/,review-jasper-ai,https://smileaireviewhub.com/review/jasper-ai/,Review Jasper Ai,"Shared topic tokens: ai, review",20,dry_run
review-adcreative-ai,https://smileaireviewhub.com/review/adcreative-ai/,review-jasper-ai-review-2026,https://smileaireviewhub.com/jasper-ai-review-2026/,Review Jasper Ai Review 2026,"Shared topic tokens: ai, review",20,dry_run
review-adcreative-ai,https://smileaireviewhub.com/review/adcreative-ai/,review-notion-ai,https://smileaireviewhub.com/review/notion-ai/,Review Notion Ai,"Shared topic tokens: ai, review",20,dry_run
review-adcreative-ai,https://smileaireviewhub.com/review/adcreative-ai/,review-reclaim-ai,https://smileaireviewhub.com/review/reclaim-ai/,Review Reclaim Ai,"Shared topic tokens: ai, review",20,dry_run
review-adcreative-ai,https://smileaireviewhub.com/review/adcreative-ai/,review-semrush-ai,https://smileaireviewhub.com/review/semrush-ai/,Review Semrush Ai,"Shared topic tokens: ai, review",20,dry_run
review-adcreative-ai,https://smileaireviewhub.com/review/adcreative-ai/,review-webflow-ai,https://smileaireviewhub.com/review/webflow-ai/,Review Webflow Ai,"Shared topic tokens: ai, review",20,dry_run
review-adcreative-ai-review-2026,https://smileaireviewhub.com/review/adcreative-ai-review-2026/,12-best-ai-for-coding-tools-in-2026-vibecoding-data-science,https://smileaireviewhub.com/12-best-ai-for-coding-tools-in-2026-vibecoding-data-science/,12 Best AI for Coding Tools in 2026 (Vibecoding & Data Science),"Shared topic tokens: 2026, ai",20,dry_run
review-adcreative-ai-review-2026,https://smileaireviewhub.com/review/adcreative-ai-review-2026/,adcreative-ai,https://smileaireviewhub.com/adcreative-ai/,Adcreative Ai,"Shared topic tokens: adcreative, ai",20,dry_run
review-adcreative-ai-review-2026,https://smileaireviewhub.com/review/adcreative-ai-review-2026/,agency-agents-review-2026,https://smileaireviewhub.com/agency-agents-review-2026/,agency-agents Review 2026,"Shared topic tokens: 2026, review",20,dry_run
review-adcreative-ai-review-2026,https://smileaireviewhub.com/review/adcreative-ai-review-2026/,agent-reach-review-2026,https://smileaireviewhub.com/agent-reach-review-2026/,Agent Reach Review 2026,"Shared topic tokens: 2026, review",20,dry_run
review-adcreative-ai-review-2026,https://smileaireviewhub.com/review/adcreative-ai-review-2026/,ai-design-software-review,https://smileaireviewhub.com/ai-design-software-review/,Ai Design Software Review,"Shared topic tokens: ai, review",20,dry_run
review-adcreative-ai-review-2026,https://smileaireviewhub.com/review/adcreative-ai-review-2026/,ai-tools-in-2026-what-each-platform-does-best-in-real-world-workflows,https://smileaireviewhub.com/ai-tools-in-2026-what-each-platform-does-best-in-real-world-workflows/,Ai Tools In 2026 What Each Platform Does Best In Real World Workflows,"Shared topic tokens: 2026, ai",20,dry_run
review-adcreative-ai-review-2026,https://smileaireviewhub.com/review/adcreative-ai-review-2026/,ai-video-software-review,https://smileaireviewhub.com/ai-video-software-review/,Ai Video Software Review,"Shared topic tokens: ai, review",20,dry_run
